,genre,storyline,title
31,Comedy Drama Family,"Eccentric actor Daniel Hillard is an amusing and caring father. But after a disastrous birthday party for his son, Daniel's wife Miranda draws the line and files a divorce. He can see his three children only once a week which doesn't sit well with him. Daniel also holds a job at a TV studio as a shipping clerk under the recommendation of his liason. But when Miranda puts out an ad for a housekeeper, Daniel takes it upon himself to make a disguise as a Scottish lady named Mrs Doubtfire. And Daniel must also deal with Miranda's new boyfriend Stu Dunemyer.",Tatica u suknji
32,Adventure Comedy Family,"The cartoonish and childish character Pee-wee Herman goes on a big adventure for the first time ever when his beloved shiny new bicycle is stolen by his nemesis Francis Buxton, a fellow man-child and neighborhood rich ""kid."" And he sets off on an obsessive cross-country journey, determined to recover it. Pee-wee's awkward and childish attempts to be cool and mature.",Pee-weejeva velika avantura
33,Comedy Family Fantasy,"In Depression-era London, a now-grown Jane and Michael Banks, along with Michael's three children, are visited by the enigmatic Mary Poppins following a personal loss. Through her unique magical skills, and with the aid of her friend Jack, she helps the family rediscover the joy and wonder missing in their lives.",Mary Poppins se vraća
34,Drama Family Fantasy,"A girl named Ella (Cinderella) has the purest heart living in a cruel world filled with evil stepsisters and an evil stepmother out to ruin Ella's life. Ella becomes one with her pure heart when she meets the Prince and dances her way to a better life with glass shoes, and a little help from her fairy godmother, of course.",Pepeljuga
35,Animation Adventure Comedy,"In Rio de Janeiro, baby macaw, Blu, is captured by dealers and smuggled to the USA. While driving through Moose Lake, Minnesota, the truck that is transporting Blu accidentally drops Blu's box on the road. A girl, Linda, finds the bird and raises him with love. Fifteen years later, Blu is a domesticated and intelligent bird that does not fly and lives a comfortable life with bookshop owner Linda. Out of the blue, clumsy Brazilian ornithologist, Tulio, visits Linda and explains that Blu is the last male of his species, and he has a female called Jewel in Rio de Janeiro. He invites Linda to bring Blu to Rio so that he and Jewel can save their species. Linda travels with Blu and Tulio to Rio de Janeiro and they leave Blu and Jewel in a large cage in the institute where Tulio works. While they are having dinner, smugglers break into the institute and steal Blu and Jewel to sell them. Linda and Tulio look everywhere for Blu, who is chained to Jewel and hidden in a slum. Meanwhile, Jewel ...",Rio
36,Animation Adventure Comedy,Lewis an orphan wants to see what his mother looked like. So he invents a machine that looks through your brain so you can see your memories. But this weird kid says he's from the future and warns him about a guy in a bowler hat. The bowler hat guy messes with his invention and it fails. He decides that he's a failure and no one wants him. But the kid that warned him about the guy is here on a mission to find the bowler hat guy that wants to destroy Lewis. To prove he's from the future he takes Lewis to the future. But the time machine breaks and he's stuck in the future until he fixes it. In the meantime he spends quality time with the family. But the bowler hat guy is about to alter time and it's up to Lewis to save the future.,Obitelj Robinson
37,Adventure Family Fantasy,"Four children from the same family have to leave their town because of the bombings of WWII. A women and a professor take the children to their house. While playing a game of hide-and-seek, the youngest member of the family, Lucy, finds a wardrobe to hide in. She travels back and back into the wardrobe and finds a place named Narnia. After going in twice, the four children go in together for the last time. They battle wolves, meet talking animals, encounter an evil white witch and meet a magnificent lion named Aslan. Will this be the end of their journey to Narnia or will they stay?","Kronike iz Narnije: Lav, vještica i ormar"
38,Animation Adventure Comedy,"Longing to roam free in the vast landscapes of Mother Africa, Marty, the bored and dejected zebra of the famous Central Park Zoo, escapes his prison on the night of his tenth birthday celebration. However, after a botched rescue attempt by Marty's companions--Alex, the content lion; Melman, the skittish giraffe, and Gloria, the resolute hippo--the friends will find themselves crated up and shipped off to a remote wildlife preserve, only to end up on the sandy shores of exotic Madagascar. At last, Marty's dream will come true; nevertheless, what does it really mean to be a truly wild animal?",Madagaskar
39,Comedy Family Fantasy,"Buddy was a baby in an orphanage who stowed away in Santa's sack and ended up at the North Pole. Later, as an adult human who happened to be raised by elves, Santa allows him to go to New York City to find his birth father, Walter Hobbs. Hobbs, on Santa's naughty list for being a heartless jerk, had no idea that Buddy was even born. Buddy, meanwhile, experiences the delights of New York City (and human culture) as only an elf can. When Walter's relationship with Buddy interferes with his job, he is forced to reevaluate his priorities.",Vilenjak
40,Adventure Family Fantasy,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling, and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland. Wendy and her brothers join Peter and the Lost Boys in an exhilarating life--free of grown-up rules--while also facing the inevitable showdown with Hook and his bloodthirsty pirates.",Peter Pan
41,Animation Action Adventure,"1914: Milo Thatch, grandson of the great Thaddeus Thatch works in the boiler room of a museum. He knows that Atlantis was real, and he can get there if he has the mysterious Shephards journal, which can guide him to Atlantis. But he needs someone to fund a voyage. His employer thinks he's dotty, and refuses to fund any crazy idea. He returns home to his apartment and finds a woman there. She takes him to Preston B. Whitmore, an old friend of his Grandfathers. He gives him the shepherds journal, a submarine and a 5 star crew. They travel through the Atlantic ocean, face a large lobster called the Leviathan, and finally get to Atlantis. But does the Atlantis crew have a lust for discovery, or something else?",Atlantida: Izgubljeno carstvo
42,Animation Adventure Comedy,"The story is about two swindlers who get their hands on a map to the fabled city of gold, El Dorado, while pulling off some sort of scam. Their plan goes bad and the rogues end up lost at sea after several misfortunes. Oddly enough, they end up on the shores of El Dorado, and are worshipped by the natives for their foreign appearances.",Put u El Dorado
43,Comedy Family Fantasy,"Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, Matilda is misunderstood by her family because she is very different from their ways of life. As time passes, Matilda finally starts school that has a kindly teacher, loyal friends and a sadistic principal. As she gets fed up with the constant cruelty, Matilda begins to realize that she has a gift of telekinetic powers. After some days of practice, Matilda suddenly turns the tables to stand up to her parents and outwit the principal.",Matilda
44,Animation Drama Family,"In 15th-century Paris, Clopin the puppeteer tells the story of Quasimodo, the misshapen but gentle-souled bell ringer of Notre Dame, who was nearly killed as a baby by Claude Frollo, the Minister of Justice. But Frollo was forced by the Archdeacon of Notre Dame to raise Quasimodo as his own. Now a young man, Quasimodo is hidden from the world by Frollo in the belltower of the cathedral. But during the Festival of Fools, Quasimodo, cheered on by his gargoyle friends Victor, Hugo, and Laverne, decides to take part in the festivities, where he meets the lovely gypsy girl Esmeralda and the handsome soldier Phoebus. The three of them find themselves ranged against Frollo's cruelty and his attempts to destroy the home of the gypsies, the Court of Miracles. And Quasimodo must desperately defend both Esmeralda and the very cathedral of Notre Dame.",Zvonar crkve Notre Dame
45,Adventure Comedy Drama,"Three pets (Chance, a young dog unfamiliar with the world; Shadow, an aging, wise dog; and Sassy, a snobby cat) are left behind when their family goes on vacation. Unsure of what happened, the animals set out on a quest to find their family. This journey across America is very dangerous and the animals risk never seeing their masters again. The group of pets travel across forested mountains and areas of wide-open countryside, while their family searches for them in the same areas.",Na putu kući: Nevjerojatno putovanje
46,Adventure Comedy Family,"Four Jamaicans form their countries first ever Bobsled team to compete in the upcoming 1988 Winter Olympics. They enlist the help of a disgraced former Olympic gold winner to reluctantly coach them. However, when they reach Canada they're treated as outsiders by the other teams, who fear they'll only succeed in embarrassing the sport.",Ledena staza
47,Comedy Drama Family,"1972. Vada Sultenfuss (played by Anna Chlumsky) is an intelligent, bubbly, hypochondriacal 11-year old girl. Her father, Harry (Dan Aykroyd), is a mortician and a widower. Her best friend is Thomas J Sennett (Macaulay Culkin). Then her father hires a new receptionist, Shelly (Jamie Lee Curtis), and life will never be the same again.",Moja djevojka
48,Animation Adventure Crime,"Cody, a 9-year-old boy from Mugwomp Flats responds to a distress call about a trapped giant Golden Eagle called Marahute. Freeing her, he gains a close friendship with the bird. However, Cody is soon abducted by the murderous poacher, Percival McLeach, who is after that bird which is of a highly endangered species and therefore an extremely profitable quarry. In a panic, a mouse Cody freed from one of McLeach's traps sends a desperate call for help to the Rescue Aid Society in New York City who assigns their top agents, Miss Bianca and Bernard, to the task. With transportation provided by the goofy albatross, Wilbur, the agents arrive in Australia and link up with the RAS' local field operative, Jake the Kangaroo Rat. Together, the trio must race against time to find Cody, stop McLeach, and save Marahute.",The Rescuers Down Under
49,Adventure Family Sci-Fi,"A 12-year-old boy goes missing in 1978, only to reappear once more in 1986. In the eight years that have passed, he hasn't aged. It is no coincidence that at the time he ""comes back"", a flying saucer is found, entangled in power lines.",Flight of the Navigator
50,Animation Adventure Comedy,"Fievel is a young Russian mouse separated from his parents on the way to America, a land they think is without cats. When he arrives alone in the New World, he keeps up hope, searching for his family, making new friends, and running and dodging the cats he thought he'd be rid off.",Americka prica
51,Action Adventure Family,"Perseus is the favored son of the god Zeus, but he has unwittingly ticked off the sea goddess Thetis. Just to make things worse, Perseus falls in love with the lovely Princess Andromeda, who used to be engaged to Thetis' son. Soon Perseus is off on one quest after another, with Zeus helping, Thetis hindering, and lots of innocent bystanders getting stabbed, drowned, and squished.",Sukob titana
52,Animation Adventure Comedy,"When a bottle containing a plea for help from a little girl named Penny makes its way to the Rescue Aid Society, a mouse organization in the basement of the United Nations building dedicated to the rescue and well-being of anyone in need, it is up to the brave mouse Miss Bianca and her chosen partner, the shy janitor Bernard, to rescue the girl. Searching for clues at Penny's home at Morningside Orphanage in New York City, the two mice discover that the girl has been kidnapped by the evil pawn shop owner Madame Medusa and her companion Mr. Snoops. On the back of Orville the albatross, Miss Bianca and Bernard travel to the terrifyingly gloomy Devil's Bayou where they learn the shocking truth: the innocent young girl is being forced down into a dangerous, dark underground pirate's cave where she must find the Devil's Eye, the world's largest diamond and Madame Medusa's greatest obsession. Before returning safely home, Miss Bianca, Bernard, and Penny will have to combat Madame Medusa's ...",Spasioci
53,Adventure Family Fantasy,"An eccentric professor invents wacky machinery but can't seem to make ends meet. When he invents a revolutionary car, a foreign government becomes interested in it and resorts to skulduggery to get their hands on it.",Chitty Chitty Bang Bang
54,Action Adventure Comedy,"The story begins when ace detective Harry Goodman goes mysteriously missing, prompting his 21-year-old son Tim to find out what happened. Aiding in the investigation is Harry's former Pokémon partner, Detective Pikachu: a hilariously wise-cracking, adorable super-sleuth who is a puzzlement even to himself. Finding that they are uniquely equipped to communicate with one another, Tim and Pikachu join forces on a thrilling adventure to unravel the tangled mystery. Chasing clues together through the neon-lit streets of Ryme City--a sprawling, modern metropolis where humans and Pokémon live side by side in a hyper-realistic live-action world--they encounter a diverse cast of Pokémon characters and uncover a shocking plot that could destroy this peaceful co-existence and threaten the whole Pokémon universe.",Pokémon Detective Pikachu
55,Animation Adventure Comedy,"Storks deliver babies...or at least they used to. Now they deliver packages for global internet giant Cornerstore.com. Junior, the company's top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl. Desperate to deliver this bundle of trouble before the boss gets wise, Junior and his friend Tulip, the only human on Stork Mountain, race to make their first-ever baby drop - in a wild and revealing journey that could make more than one family whole and restore the storks' true mission in the world.",Rode
56,Animation Adventure Comedy,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing's biggest stage!",Auti 3
57,Animation Adventure Comedy,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",Madagaskar 3: Najtrazeniji u Europi
58,Animation Drama Family,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",Božićna priča
59,Animation Adventure Comedy,"Mr. Peabody is a business titan, inventor, scientist, gourmand, two-time Olympic medalist and genius...who also happens to be a dog. Using his most ingenious invention, the WABAC machine, Mr. Peabody and his adopted boy Sherman hurtle back in time to experience world-changing events first-hand and interact with some of the greatest characters of all time. But when Sherman breaks the rules of time travel, our two heroes find themselves in a race to repair history and save the future, while Mr. Peabody may face his biggest challenge yet - being a parent.",Mr. Peabody & Sherman
60,Animation Adventure Comedy,"THE BOXTROLLS are a community of quirky, mischievous creatures who have lovingly raised an orphaned human boy named Eggs in the amazing cavernous home they've built beneath the streets of a city called Cheesebridge. The story is about a young orphaned boy raised by underground cave-dwelling trash collectors who tries to save his friends from an evil exterminator, the town's villain, Archibald Snatcher. When Snatcher comes up with a plot to get rid of the Boxtrolls. Eggs decides to venture above ground and ""into the light,"" where he meets and teams up with fabulously feisty Winnie. Together, they devise a daring plan to save The BoxTrolls family. The film is based upon the children's novel 'Here Be Monsters' by Alan Snow.",The Boxtrolls
61,Animation Adventure Comedy,"One day, Horton the elephant hears a cry from help coming from a speck of dust. Even though he can't see anyone on the speck, he decides to help it. As it turns out, the speck of dust is home to the Whos, who live in their city of Whoville. Horton agrees to help protect the Whos and their home, but this gives him nothing but torment from his neighbors, who refuse to believe that anything could survive on the speck. Still, Horton stands by the motto that, ""After all, a person is a person, no matter how small.""",Horton
62,Animation Adventure Comedy,"Manny the woolly mammoth, Sid the sloth, Diego the saber-toothed tiger, and the hapless prehistoric squirrel/rat known as Scrat are still together and enjoying the perks of their now melting world. Manny may be ready to start a family, but nobody has seen another mammoth for a long time; Manny thinks he may be the last one. That is, until he miraculously finds Ellie, the only female mammoth left in the world. Their only problems: They can't stand each other--and Ellie somehow thinks she's a possum! Ellie comes with some excess baggage in the form of her two possum ""brothers""-- Crash and Eddie, a couple of daredevil pranksters and cocky, loud-mouthed troublemakers. Manny, Sid and Diego quickly learn that the warming climate has one major drawback: A huge glacial dam holding off oceans of water is about to break, threatening the entire valley. The only chance of survival lies at the other end of the valley. So our three heroes, along with Ellie, Crash and Eddie, form the most unlikely ...",Ledeno doba 2: Zatopljenje
63,Animation Adventure Comedy,"Bolt, an American white shepherd, has lived his whole life on the set of his action TV show, where he believes he has superpowers. When separated from the studio by accident, he meets a female alley cat named Mittens and a hamster named Rhino. He's trying to find the way home, to the studio. Along the way, he learns that he doesn't have superpowers and that the show is not real.",Grom
64,Adventure Drama Family,"A young boy named Max has an active imagination, and he will throw fits if others don't go along with what he wants. Max - following an incident with Claire (his sister) and her friends, and following a tantrum which he throws as a result of his Mother paying more attention to her boyfriend than to him - runs away from home. Wearing his wolf costume at the time, Max not only runs away physically, but runs toward a world in his imagination. This world, an ocean away, is inhabited by large wild beasts, including one named Carol who is much like Max himself in temperament. Instead of eating Max like they normally would with creatures of his type, the wild things befriend Max after he proclaims himself a king who can magically solve all their problems.",U kraljevstvu divljih stvorenja
65,Adventure Comedy Family,"Three children - Violet (14), Klaus (12) and Sunny Baudelaire - are left orphaned when their house burns down, with their parents in it, in mysterious circumstances. They are left in the custody of a distant relative, Count Olaf (played by Jim Carrey). It is soon apparent that Count Olaf only cares about the children for their large inheritance.",Lemony Snicket: Niz nesretnih događaja
